t,accuracy,precision_avg,recall_avg,f1_avg
0.0,0.379713550600343,0.17969475121168954,0.18439961618900477,0.14007878217818442
1.0,0.3646946826758148,0.17703234299215953,0.1866138698822092,0.13808727011401215
2.0,0.2913533447684391,0.16954290386610718,0.18393422790469693,0.1270386373774354
3.0,0.3165728987993139,0.17266210229212117,0.18874640571668472,0.13069288861119854
4.0,0.3746500857632933,0.1779320451971101,0.18488285227111187,0.13725934137538887
5.0,0.29926586620926243,0.16568950591024972,0.18370884932541198,0.12677791651486645
6.0,0.3166329331046312,0.16684017050407868,0.18692403496418425,0.12937260965398564
7.0,0.33019554030874787,0.1709830066932973,0.18921746131985792,0.13201052187164686
8.0,0.3063053173241853,0.16791632668746617,0.1831047338716093,0.127746415620249
9.0,0.2848404802744425,0.16571676568964366,0.18551508976439293,0.12357010696383278
10.0,0.30746998284734134,0.1686643031237105,0.18991903626338166,0.12870859258579356
11.0,0.35513893653516293,0.175485821769955,0.1884527170415248,0.13613665337116806
12.0,0.3516449399656947,0.1737236314997074,0.18796331995395327,0.1359284107514884
13.0,0.30157461406518005,0.1686879170650032,0.1885178388406405,0.12744151046848035
14.0,0.308770154373928,0.1688616554080764,0.19041393758751218,0.12818523965979803
15.0,0.30317667238421964,0.16928495584735542,0.18754762844423398,0.12793920478860407
16.0,0.30521612349914234,0.16836858017136172,0.18350911012780263,0.12842469085896602
17.0,0.28847855917667237,0.16699986436260178,0.187184715907195,0.12532775555975173
18.0,0.312672384219554,0.17187094425920457,0.18648059791184443,0.1300456051818805
19.0,0.29373070325900513,0.16878758806508914,0.18731317035453515,0.12684207029173153
20.0,0.299401372212693,0.17276707110194134,0.18513540073261334,0.1290463850606859
21.0,0.3037324185248714,0.16837933214676193,0.1890309466850364,0.12732805256326432
22.0,0.29730188679245284,0.16152065465663332,0.18738796572887503,0.12524253824364365
23.0,0.4722401372212693,0.20222399611832717,0.20124088756453049,0.1625235057156363
24.0,0.3103979416809606,0.1708840973940803,0.18986396139628672,0.12921840539240745
25.0,0.2828765008576329,0.164471294515524,0.18498205048754665,0.12284772446723051
26.0,0.32584219554030874,0.17117625811338893,0.19026736948182277,0.13138788370558308
27.0,0.28142367066895374,0.1677045081305732,0.18826396900610481,0.12282295673578493
28.0,0.2814322469982848,0.16624752785481547,0.18805300818224413,0.12258099710461146
29.0,0.29238765008576323,0.16759713886803054,0.18996600594217333,0.12552363341455985
30.0,0.3141114922813036,0.1714936845482321,0.1885054441836925,0.12979848278871167
31.0,0.3106123499142367,0.1694631419270242,0.18895266222262214,0.12984226362758136
32.0,0.36309777015437394,0.17672252322616472,0.18604734489774388,0.13710634372616606
33.0,0.32328987993138936,0.16990206669650085,0.1891683732542275,0.131563417864567
34.0,0.2985077186963979,0.1678067899697098,0.1869913621253421,0.12717490683023694
35.0,0.3905643224699828,0.1779820613751417,0.18262543159467623,0.13943460542915956
36.0,0.3429794168096055,0.1735405110024337,0.18882750744307825,0.13424617214665813
37.0,0.2870874785591767,0.1676479195798715,0.18771214139269699,0.12405883461819786
38.0,0.31202572898799313,0.16572766875138079,0.1900217553394063,0.12631743049294414
39.0,0.3095265866209262,0.17695743545865952,0.18681117892989713,0.12963052531455066
40.0,0.35091938250428817,0.17784247319383922,0.1854036425973342,0.13586429134297623
41.0,0.3113653516295026,0.17300759477540922,0.1850368784985677,0.13024901025734756
42.0,0.2793996569468268,0.16410777716634067,0.1856770337241595,0.12166494116165644
43.0,0.36640480274442533,0.17687740864500787,0.18650740075308792,0.13837716024425642
44.0,0.3065608919382504,0.1663764707133205,0.18932164730076925,0.12471359024826352
45.0,0.35638078902229847,0.17747713229256018,0.18659237507381476,0.13647569471879178
46.0,0.29595711835334476,0.16433359136253248,0.1905752707323706,0.12470372156348493
47.0,0.34820754716981134,0.17689615050829052,0.18579916898984414,0.13647575269751894
48.0,0.34439794168096055,0.17312858056552627,0.18775531539862045,0.1349941938906896
49.0,0.3135591766723842,0.17288329080097334,0.1869561734177722,0.13067536414052228
50.0,0.32772727272727276,0.1714855387016205,0.18991796942387357,0.13220280564906436
51.0,0.3763018867924528,0.17715608110154213,0.1857001389484807,0.13770315618222742
52.0,0.34879588336192113,0.17682869063425538,0.1862764834415903,0.13587942231452912
53.0,0.2976981132075472,0.1686583594972471,0.1870744319403536,0.12617151985132094
54.0,0.29684391080617495,0.16386546859533999,0.1835566745283269,0.12433994436613917
55.0,0.2945677530017153,0.16613734244487482,0.18763123052488953,0.12621591900134835
56.0,0.31212349914236703,0.16858328134950876,0.18904391545539148,0.12943394091397117
57.0,0.4767650085763293,0.20113074333904557,0.20031926645480222,0.16349034515259359
58.0,0.3178096054888508,0.17056706682153133,0.1915231228188307,0.12912700516767323
59.0,0.3040840480274442,0.17111940889714297,0.18661970298192546,0.1278295020623818
60.0,0.32286106346483706,0.1708574115235346,0.1899775345712001,0.1311684280663698
61.0,0.2863859348198971,0.17103641521032978,0.18841896992725032,0.12534502508075537
62.0,0.29228473413379075,0.16498134192442324,0.19086198396392556,0.12490179429904935
63.0,0.3208765008576329,0.17149740628663313,0.18856030946746646,0.13177807590091029
64.0,0.35858319039451114,0.17800730049586935,0.18717904501885715,0.13762315812661668
65.0,0.2923156089193825,0.16894908043177015,0.1857866665450454,0.12641758279241724
66.0,0.3415180102915953,0.17225851431807002,0.1876566540689579,0.132004496295214
67.0,0.3369159519725557,0.17131211688351017,0.18823072960226558,0.13410222002762948
68.0,0.28270840480274445,0.16855400197154524,0.1877382694626102,0.12315538616557035
69.0,0.3486020583190395,0.17668764784081215,0.18583294447315615,0.1364873714889755
70.0,0.31810634648370495,0.17316366544702108,0.18643641968637023,0.13105460651509607
71.0,0.2905437392795884,0.16809909945931015,0.18798552872832025,0.12486090598746148
72.0,0.35158662092624354,0.17678222322675066,0.18571035245586218,0.1368996596142073
73.0,0.2793464837049743,0.16846988196249044,0.18649262874177888,0.12275209592888357
74.0,0.32370840480274443,0.17019074102233986,0.18852724055650782,0.130697099694141
75.0,0.30531903945111494,0.1707208123243853,0.18663958941594555,0.1288663122829804
76.0,0.303819897084048,0.16995394332465408,0.18932443592498469,0.1277255294895305
77.0,0.35681475128644946,0.17526669497346664,0.18688730941695098,0.13383931116436643
78.0,0.3574185248713551,0.17703007468815354,0.18683575810110967,0.1374127395202386
79.0,0.3556740994854203,0.17472203010235698,0.18675535011326125,0.13553737552466974
80.0,0.32900686106346483,0.1712852739913654,0.19038361813489105,0.1312036483302916
81.0,0.3109691252144082,0.17283503036121844,0.18445618831608687,0.1300819409188038
82.0,0.2860960548885077,0.16452453778329715,0.1849136563242079,0.12431407546882925
83.0,0.28314751286449397,0.1646077806379587,0.18688117502253754,0.12206516163735953
84.0,0.37556432246998284,0.17780235572345976,0.1849315848221635,0.13743813155561468
85.0,0.3005780445969125,0.16757429690419146,0.19036350620960604,0.1270456220053648
86.0,0.35295368782161235,0.17642567145661237,0.1872759347744487,0.13584952871764783
87.0,0.2864614065180103,0.165457757796086,0.18886038413266512,0.12275610393288296
88.0,0.32074614065180107,0.17611301616324027,0.1886234984555223,0.13092791040524837
89.0,0.3074545454545455,0.16853498195042646,0.1885516891115902,0.12835928408749414
90.0,0.35396740994854203,0.17132930863576512,0.18715950862193048,0.13440573779312578
91.0,0.2980497427101201,0.16925970721125452,0.1863689219191426,0.1271914869684793
92.0,0.47511835334476843,0.20054840548711625,0.20112351019622837,0.16134631330092716
93.0,0.36875986277873074,0.17911372584707924,0.1854890902472901,0.13811655392824534
94.0,0.29867753001715264,0.1698926663289413,0.18898021700359174,0.1271655711743434
95.0,0.3134631217838764,0.16944626409935926,0.1888608050556539,0.12898428626474026
96.0,0.27899485420240144,0.1619613967826718,0.1865834606853841,0.12161719967235238
97.0,0.3514579759862779,0.17657383329577028,0.18651495285100905,0.13512480434737897
98.0,0.31404459691252146,0.16848622538518526,0.1903067603716097,0.1286560859202772
99.0,0.2844545454545455,0.16397949720409258,0.18982209850197343,0.12242848741399828
100.0,0.2963344768439108,0.16848321321948084,0.1891056592686203,0.12585710607028402
101.0,0.28387478559176665,0.16509756183368535,0.19117482309342756,0.12296453944515619
102.0,0.3115797598627787,0.16863428040881054,0.19024150881237417,0.12912135429113142
103.0,0.3222195540308748,0.17096690470808995,0.18799858840326575,0.13069414053302547
104.0,0.36163121783876506,0.17283710891831963,0.18536489281302856,0.1325429007208757
105.0,0.33159691252144086,0.17146216392974145,0.19032563177373202,0.1318494389793616
106.0,0.37768096054888506,0.17915809219111456,0.1853670112634861,0.13914945642770357
107.0,0.27671183533447685,0.1656572075614571,0.18264597525960014,0.12170104842580422
108.0,0.2942744425385935,0.165086246810635,0.18568624168418738,0.12558180416579595
109.0,0.3532607204116638,0.1761306341820732,0.18650092501302667,0.13638816855747332
110.0,0.3020017152658662,0.16995759030085422,0.1901001635585208,0.12651800554317164
111.0,0.33034476843910804,0.1693603783927545,0.18913082599753353,0.13203595494177747
112.0,0.28000857632933107,0.16140580169854013,0.18789157121336061,0.12155836690181487
113.0,0.28673241852487136,0.161002481618863,0.18779160088854074,0.12134453534333284
114.0,0.345893653516295,0.17506803525360845,0.18750129300066937,0.13555518011155135
115.0,0.3579005145797599,0.17534214637370438,0.18724126322780557,0.1371173522054912
116.0,0.3263619210977702,0.17202514010862732,0.19097312963433297,0.1308852384029609
117.0,0.4835626072041166,0.2015314845404486,0.20110471957330128,0.16581607075652138
118.0,0.27964150943396227,0.16736228091582298,0.18800321390376848,0.12341434534757738
119.0,0.3631012006861064,0.1747254189119671,0.18710647354566481,0.136503695365457
120.0,0.36716638078902225,0.17531356322195973,0.18621064357726977,0.13533414333004537
121.0,0.31449914236706683,0.16989296672420387,0.18965290664806111,0.1298701941049023
122.0,0.38936363636363636,0.177446798228332,0.1831489953626013,0.13761710143930914
123.0,0.33528473413379073,0.1702160349849315,0.18839552399083567,0.1320942280200015
124.0,0.37564322469982847,0.17606096299360433,0.18567598545472683,0.13657218681476463
125.0,0.3364048027444254,0.17572820029152475,0.18727897654407633,0.13432972737239707
126.0,0.31798799313893655,0.17192238691768716,0.18822289463246503,0.1302563511384508
127.0,0.310967409948542,0.16906620716779816,0.18929844103324284,0.12870900518669515
128.0,0.290229845626072,0.16697470538984055,0.18307867741813663,0.12513274296566915
129.0,0.3149125214408233,0.17305800715122882,0.19011833216616947,0.13017492911564812
130.0,0.35091766723842194,0.176360882966909,0.18739439526771115,0.13593353399101551
131.0,0.28417667238421956,0.16459375033577667,0.1843587309057847,0.12363187768254827
132.0,0.2858061749571184,0.16383622876516074,0.18446258947740335,0.12408926516930924
133.0,0.337065180102916,0.1749632465935152,0.18696240945453638,0.13256410543053107
134.0,0.29604459691252144,0.17030950902933056,0.1868119289472371,0.12708091745007782
135.0,0.3729468267581475,0.17803966126437917,0.18579060912342196,0.1377517228031165
136.0,0.3258662092624357,0.1736313734969905,0.18898610530593316,0.1317391431361131
137.0,0.4771801029159519,0.20424056433027318,0.20285435860611783,0.16673622266637317
138.0,0.33156775300171526,0.17404927321472557,0.18808948590999133,0.13330890190098518
139.0,0.3168164665523156,0.17201841248903843,0.18887778999384414,0.12881437655472688
140.0,0.3209073756432247,0.1730177246217257,0.18787884499140062,0.13192103527823337
141.0,0.3035008576329331,0.16927305428834052,0.18844706169664693,0.12861239362580015
142.0,0.3286003430531732,0.17351400618533386,0.1878968294314723,0.132573040784437
143.0,0.28190737564322466,0.1689441322281387,0.18490138281618265,0.12420194103263543
144.0,0.4668627787307033,0.20390381714760453,0.20348338266071142,0.16441499266010307
145.0,0.29381646655231564,0.16962192920814778,0.18562835274448095,0.12651001415246083
146.0,0.3100548885077187,0.17013254991168883,0.18922142465335298,0.1286551040965661
147.0,0.2859279588336192,0.16535757949322544,0.18662668618307374,0.12306597496481635
148.0,0.28159519725557464,0.17153349400053788,0.1884772246953016,0.12359475422986643
149.0,0.28318696397941684,0.16671746699965126,0.18862863297736868,0.12297083578655703
150.0,0.2863825042881647,0.16807802386004442,0.19043888662016775,0.12389320990816609
151.0,0.31009090909090914,0.17223453485371557,0.18567690399854142,0.12937127525843375
152.0,0.28299656946826757,0.16838425069602703,0.18557289266575228,0.12425836707178498
153.0,0.29721440823327616,0.17047508242017306,0.18578089928411654,0.12637875899977893
154.0,0.2814168096054888,0.16758153865849384,0.18910790303915895,0.12345868848125657
155.0,0.3070600343053173,0.16583985159261802,0.19029737522839765,0.12531845131974062
156.0,0.3737821612349914,0.17633504498785077,0.18617850408908862,0.1364782415600745
157.0,0.3541029159519725,0.17404994425004794,0.18806408847598238,0.1361435442973254
158.0,0.33200857632933106,0.17053231201141048,0.18906897255068258,0.13216454917283244
159.0,0.3018164665523156,0.16653162363082147,0.19114991613668944,0.1263033667667181
160.0,0.3061200686106346,0.16730668197241377,0.19065844978380925,0.12759258832011708
161.0,0.29874957118353346,0.1658485942873566,0.18920117368910366,0.12624134443515017
162.0,0.32644596912521434,0.17857760347530227,0.18214081126015083,0.13408738798680161
163.0,0.3158679245283019,0.17175639529356962,0.1910128401718531,0.12963991421610957
164.0,0.3940840480274443,0.1770032304942586,0.18173074400079872,0.13895139078526272
165.0,0.2967307032590052,0.1700441241371833,0.18862478476861927,0.12725459282348137
166.0,0.30095197255574613,0.16995603699931497,0.18772326630583772,0.1276363716321971
167.0,0.3355025728987993,0.17282693784273725,0.18831040018871822,0.1326918533618287
168.0,0.3033807890222985,0.16793416260688432,0.187948074746959,0.12826796400739132
169.0,0.32046140651801036,0.17517317534847837,0.18522507618551556,0.13255089882583426
170.0,0.2932538593481989,0.16696285180652284,0.1874029890755556,0.12634935242567225
171.0,0.27872212692967413,0.16364731483926165,0.18503354223297552,0.1219922318100914
172.0,0.35688164665523153,0.17898569415345925,0.18643673313456216,0.13617529298334588
173.0,0.3415300171526586,0.17290859776458553,0.18818142047089517,0.13447074565662223
174.0,0.29828816466552316,0.1638946907137935,0.18995837159168685,0.12299592041492016
175.0,0.3427855917667239,0.17416111714128615,0.18876696699672776,0.13512243433329024
176.0,0.3170068610634648,0.1713449707016566,0.1885708800156498,0.129037142158213
177.0,0.3092504288164665,0.16781974667376312,0.1903103959613212,0.12715852148661744
178.0,0.29386106346483704,0.16948572854097238,0.18454739349383453,0.1267227261244098
179.0,0.3692178387650086,0.17751205916907584,0.1857500516300396,0.1388491538448879
180.0,0.3572795883361921,0.1755388044081139,0.18695928905925713,0.13436960430807943
181.0,0.35146655231560897,0.1750631822809797,0.18642115220682662,0.13582105346965978
182.0,0.3391012006861064,0.17357222006454123,0.18143408917836354,0.133374524728729
183.0,0.33472898799313894,0.17063605263341633,0.1885864195340158,0.1336439676340477
184.0,0.33359005145797593,0.17545312907423888,0.18566075615015654,0.13437462498670125
185.0,0.3012264150943396,0.16406729127607797,0.18956222283581742,0.12476657202226485
186.0,0.363401372212693,0.1812357721572699,0.1852480059636783,0.13736668993900514
187.0,0.30189022298456264,0.16763684565073672,0.1911481747499499,0.12624572838217935
188.0,0.3059691252144083,0.17225736398906674,0.18873508748583356,0.12827486831657997
189.0,0.3135626072041166,0.1716699699990362,0.18667763294285464,0.12951047103333593
190.0,0.30132418524871357,0.16788277708901386,0.1899985089170802,0.12752646984309815
191.0,0.38202915951972555,0.1784141705704133,0.183729502789473,0.13822033248019408
192.0,0.31742710120068607,0.17018585962100366,0.18587840983369341,0.13087739700339213
193.0,0.3416329331046312,0.17755061000618594,0.18528860366173291,0.13584350938354972
194.0,0.3482024013722127,0.17310104979826388,0.18828223704679442,0.13426296622186842
195.0,0.2778370497427101,0.16343578955166424,0.18356704110621558,0.1218468259706354
196.0,0.3160994854202402,0.1696384536218751,0.18617241640356796,0.12870708214346235
197.0,0.2869433962264151,0.16558821699124335,0.18826843470958118,0.12431472556101868
198.0,0.28802058319039453,0.1658999545367548,0.18939472995241913,0.1253165720635839
199.0,0.29587135506003437,0.16570218293699998,0.18721238980461635,0.12654011062773846
200.0,0.30567409948542024,0.16797978518935996,0.18803945733941324,0.12856708189774138
201.0,0.3303825042881647,0.1724958972382429,0.18715627182132347,0.1323300915370637
202.0,0.3124528301886793,0.17078972187471356,0.18962096321990052,0.12897829242488532
203.0,0.3077101200686106,0.1748248940603068,0.1854011512558698,0.12887791472631657
204.0,0.31300171526586623,0.17555887988372149,0.18675414526926415,0.12975633073971898
205.0,0.2990034305317324,0.16927042564800535,0.1874965328866445,0.12795190738902848
206.0,0.3225797598627787,0.17511664006378125,0.18708104134916287,0.13193206965782794
207.0,0.28996740994854203,0.16478737798003215,0.1898586114359908,0.12476728104514663
208.0,0.3443396226415094,0.17430347299037102,0.18856991690812153,0.1342088753344601
209.0,0.2996483704974271,0.16790682446196603,0.18403752042528504,0.12691060012063832
210.0,0.310926243567753,0.1703228634507036,0.1898447613937772,0.12862986220356076
211.0,0.3006072041166381,0.1671764651099095,0.18191397264922432,0.12666175343587038
212.0,0.30970668953687824,0.17221712747034013,0.18839310739050683,0.12958582248133324
213.0,0.3619090909090909,0.1742518255692004,0.18646409840898023,0.1355959714728074
214.0,0.2904185248713551,0.1694493313392267,0.188015731526197,0.12566244543999938
215.0,0.285852487135506,0.1701000349526085,0.1869100191817745,0.12557058912422522
216.0,0.31908747855917663,0.17108882963479174,0.1903176498896613,0.13027057269499884
217.0,0.4643996569468268,0.20285076563963217,0.20330123163597028,0.16272509035972485
218.0,0.35439451114922815,0.17261463027249754,0.18776300601763915,0.13491079360922986
219.0,0.2891149228130361,0.1678638255777812,0.18770519035453712,0.1253821650903158
220.0,0.3195214408233276,0.17057102521422599,0.18596809104414794,0.1311595656579804
221.0,0.30441852487135507,0.17194191762943112,0.1856506547742009,0.12879909259162003
222.0,0.3247358490566038,0.1712468138224808,0.19068428458502942,0.130935263030206
223.0,0.3114957118353344,0.1690740158856781,0.18378664135507644,0.12909416188257458
224.0,0.30305660377358484,0.1663856938350882,0.18641717464436067,0.12617810169664628
225.0,0.2869811320754717,0.16677239738367602,0.18340258510844215,0.12443809104137715
226.0,0.34581989708404803,0.17695866736923557,0.18610080455056602,0.13493042388833032
227.0,0.3078147512864495,0.16995854073636804,0.18685437104500022,0.12935991464034674
228.0,0.2825780445969125,0.16583681236556874,0.19136892890545734,0.12157503194462785
229.0,0.3319296740994854,0.17024636571493185,0.18884262659477868,0.13146977946249477
230.0,0.3009502572898799,0.16834849894493448,0.18929043365204623,0.12598554709084972
231.0,0.338926243567753,0.17150315590465426,0.18793388981970985,0.13411016969627973
232.0,0.2830720411663808,0.1620651933140176,0.18747606592610983,0.12175702094018115
233.0,0.3519125214408233,0.17416131753198566,0.18824060619265023,0.13552260474637012
234.0,0.32836363636363636,0.16870424282885582,0.18995426674324306,0.13091353890541926
235.0,0.3674030874785592,0.17694237578743824,0.1873308664111412,0.1380303468825083
236.0,0.2993636363636364,0.1682207293250623,0.1898038386108418,0.1255850879881187
237.0,0.2808507718696398,0.16831105253683837,0.1876835849234984,0.123429924128587
238.0,0.2984854202401373,0.17005193304691302,0.1830903023289672,0.1276366457492696
239.0,0.3193379073756432,0.17041449623847324,0.1904850363863193,0.12999159105503705
240.0,0.3275934819897084,0.1711364255107763,0.19048875865059298,0.13131623063872147
241.0,0.2937564322469983,0.16565372423253677,0.19053941162428414,0.12549793244139087
242.0,0.3119159519725557,0.17059560278866764,0.18718816398225294,0.13022836457765358
243.0,0.3597444253859349,0.1756699082530929,0.18758943474733247,0.13624102926190676
244.0,0.306566037735849,0.1683223839128292,0.19052940511593539,0.1282306700649845
245.0,0.3060823327615781,0.16869826612893996,0.19074778274498383,0.12831975425627262
246.0,0.3007238421955403,0.16621260774094662,0.18228202666819765,0.12550493667309584
247.0,0.3028559176672384,0.1692484099148947,0.18849712296829912,0.127717957738847
248.0,0.3148627787307033,0.17174229395771465,0.1901637735249987,0.1301086201846408
249.0,0.35394511149228136,0.178941073151848,0.18699162510390469,0.13637428503108398
250.0,0.28804974271012007,0.16710772127110654,0.18913574400001776,0.12483239393194313
251.0,0.33665866209262435,0.17686833548644074,0.18623838483056757,0.13448137511121813
252.0,0.34358662092624354,0.17386876908332458,0.18833653121858987,0.13436537347095406
253.0,0.3096449399656947,0.17288586123202637,0.1882455512932619,0.12994355230361146
254.0,0.32934305317324186,0.17130214176192837,0.1891824686841276,0.13231999866846153
255.0,0.3366706689536878,0.1698171570313663,0.18887653200780238,0.13318531875582817
256.0,0.29964665523156087,0.16927958174118285,0.18703093920275038,0.12772323734674054
257.0,0.31946140651801025,0.17115193220854064,0.19013499004660855,0.1298285432230299
258.0,0.296336192109777,0.16660270643280517,0.18764880761236732,0.12643783071860953
259.0,0.36699485420240135,0.1756389862349173,0.1869077925430331,0.13777404330631765
260.0,0.28230703259005147,0.16474256144784055,0.18862668534807006,0.12257757963046033
261.0,0.2800205831903945,0.16716806589310992,0.1886872424587087,0.12273429779450547
262.0,0.2867066895368782,0.1655840208390184,0.1906385977967472,0.1236694107381621
263.0,0.3468421955403088,0.17539697874246446,0.1879128603834195,0.13492818182291058
264.0,0.33819382504288165,0.17117573378283546,0.1885602775506367,0.13346019629992065
265.0,0.5098885077186963,0.19574780216714618,0.19656596799171325,0.16332319406207435
266.0,0.29295368782161235,0.1674218015207283,0.18922608516273426,0.12473854398894121
267.0,0.33181646655231567,0.17465141091596523,0.18652887263915016,0.13331564303185575
268.0,0.28175643224699826,0.16641109587468583,0.18791316827630192,0.1237112398379606
269.0,0.30922641509433957,0.17189713030737283,0.1855235456630752,0.13046532108618208
270.0,0.4802538593481989,0.20157650860181864,0.20044577083329176,0.1645409973510068
271.0,0.32276329331046316,0.16978945954079455,0.19080350295352355,0.13030278964507594
272.0,0.3260806174957119,0.17517095196850724,0.18834682915550433,0.13220596746685623
273.0,0.292885077186964,0.16460365943632826,0.19078716649667377,0.1238337746494984
274.0,0.295303602058319,0.1700871872113162,0.18764841815944944,0.12637712970731854
275.0,0.30011320754716986,0.16416564473753065,0.19014339527888394,0.12497591728387991
276.0,0.3227632933104631,0.17134598119335856,0.1898488258572259,0.13113969559858166
277.0,0.32469811320754716,0.17639223745641977,0.18692513460668345,0.13262536099244096
278.0,0.3534957118353344,0.17714542008343256,0.185193311598764,0.13453517170846213
279.0,0.285663807890223,0.16449958462313102,0.1831874943056631,0.12291038102972805
280.0,0.2837427101200686,0.166711555690014,0.18706722623127967,0.12412761432512122
281.0,0.3667855917667238,0.17341014493935125,0.187218471334301,0.13613385165745398
282.0,0.2990171526586621,0.17129168233970596,0.18643667351148432,0.12771631826984053
283.0,0.3148267581475129,0.16968959113434995,0.1915118820338534,0.12827319195277706
284.0,0.34656432246998287,0.1748587502844203,0.18817583173087618,0.1352310400892619
285.0,0.32916466552315615,0.1738058011094213,0.18552658661534763,0.133453109356664
286.0,0.32140651801029163,0.1778263818721894,0.18690090871820378,0.1319446069264642
287.0,0.285368782161235,0.16791393016259729,0.1855425073168783,0.12464093956196055
288.0,0.3184511149228131,0.1712557108747504,0.18932067693306814,0.13056205287167916
289.0,0.32127615780445967,0.16866927525810427,0.1855239034622629,0.1303578281525684
290.0,0.34102401372212693,0.17231604739120593,0.18925650115184547,0.13381396313425142
291.0,0.3060960548885077,0.16819597924932733,0.18912429289371221,0.12857341313231277
292.0,0.28376843910806177,0.1631128243703468,0.1858491276772109,0.12248854248345008
293.0,0.28650600343053173,0.16946373478482968,0.18784541919697192,0.12355843730927563
294.0,0.3165128644939966,0.17161531478031458,0.18917193933851614,0.1302393734506353
295.0,0.32485420240137214,0.17498865372159708,0.18737016879107996,0.13248616460798127
296.0,0.3673379073756432,0.18108217383955225,0.18395926621388456,0.13758116923476116
297.0,0.3087873070325901,0.1662238979724542,0.19013521600881983,0.12702070436312007
298.0,0.33683704974271017,0.1739717406283608,0.18735719229716255,0.13471775430681301
299.0,0.34063807890222986,0.17242665785126168,0.18897366417744535,0.13387390858788276
300.0,0.32416295025728986,0.17158755119826025,0.18885151356123955,0.1316957701936485
301.0,0.31073584905660373,0.16674724915683897,0.18999018588504332,0.1278214284216408
302.0,0.29236535162950256,0.16829010350222465,0.1838982563960583,0.12572456281557784
303.0,0.35057118353344774,0.17387787399395194,0.1883424776881842,0.13456245010375698
304.0,0.28788679245283016,0.16995538380041733,0.18836593732998635,0.12598829510646015
305.0,0.34967924528301886,0.17280730418964407,0.18657560879969515,0.13410626945147106
306.0,0.30284562607204113,0.1692691538932694,0.18360678070467226,0.12717537253087594
307.0,0.2894631217838765,0.16239256007281516,0.18732023308403906,0.1235267196788984
308.0,0.3663138936535163,0.1766246098630632,0.18598939218416752,0.1377307586536442
309.0,0.2948730703259005,0.1630214827829573,0.18516576857374076,0.12513153635790486
310.0,0.2865626072041166,0.16657951527829307,0.19001975069940796,0.12448342131423441
311.0,0.2863224699828473,0.16767852853881696,0.18924788378600146,0.12452887872185994
312.0,0.27953173241852486,0.15999584527859814,0.1862186700152717,0.12173254191622737
313.0,0.3006586620926244,0.1691586169975006,0.18949189602500713,0.1265766947711696
314.0,0.2864768439108062,0.1690624087295486,0.18825522311279058,0.12501921664869498
315.0,0.29539794168096056,0.16325618775251005,0.19079190420752826,0.12374095162120598
316.0,0.2842041166380789,0.16475335946466718,0.18527686531401708,0.1224853881299544
317.0,0.3021509433962264,0.1670625244384273,0.18801065206247264,0.12772002523987555
318.0,0.3433653516295026,0.17710355757353916,0.18701150564273566,0.13476473417524693
319.0,0.49746826758147517,0.19668647081803578,0.19728183874517538,0.16335928336278407
320.0,0.3395506003430532,0.17134008623235109,0.18828808966157512,0.13411260554016058
321.0,0.2878593481989708,0.16588435367433832,0.18905843651893434,0.12403776190520387
322.0,0.295197255574614,0.1660798767105169,0.19141300670973005,0.12404537901140598
323.0,0.2908250428816467,0.16046070281024852,0.1866405416899907,0.12425912947595517
324.0,0.29872727272727273,0.17010829545395564,0.18560098683713439,0.12759648017792832
325.0,0.31776329331046316,0.1677506490771907,0.1866264512003662,0.12990690908728247
326.0,0.29495368782161235,0.17290554863270394,0.18644319070473397,0.12719047883212684
327.0,0.34806003430531735,0.17388945076916099,0.1884524451304202,0.1355246336869352
328.0,0.4718404802744425,0.20617773995351235,0.20305227470067688,0.16637697774131324
329.0,0.33544768439108064,0.17140178968417444,0.1894181644566183,0.13339295346466853
330.0,0.3234391080617496,0.17463821922781847,0.18814968857308975,0.13258810114488298
331.0,0.3817204116638079,0.17665215217352898,0.18362399875397123,0.13815023148984198
332.0,0.2960874785591767,0.16338004989196908,0.18372233769398266,0.1256934335965572
